first,last,team,year,games_played,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct
Richard,Hamilton,DET,2005,80,35:18:00,8.11,16.53,0.69,1.5,3.2,3.79,1.05,2.15,3.2,3.44,0.65,0.2,2.16,2.59,20.11,0.491,0.458,0.845
Gilbert,Arenas,WAS,2005,80,42:17:00,9.33,20.85,2.49,6.75,8.19,9.99,0.74,2.76,3.5,6.05,2.01,0.31,3.71,3.58,29.33,0.447,0.369,0.82
Steve,Nash,PHO,2005,79,35:22:00,6.85,13.37,1.9,4.33,3.25,3.53,0.59,3.62,4.22,10.46,0.77,0.15,3.49,1.52,18.85,0.512,0.439,0.921
Tracy,McGrady,HOU,2005,47,37:06:00,8.72,21.51,1.55,4.98,5.4,7.23,0.98,5.55,6.53,4.79,1.26,0.87,2.55,1.87,24.4,0.406,0.312,0.747
Kobe,Bryant,LAL,2005,80,40:58:00,12.23,27.16,2.25,6.48,8.7,10.24,0.89,4.43,5.31,4.5,1.84,0.38,3.13,2.91,35.4,0.45,0.347,0.85
Tim,Duncan,SAS,2005,80,34:29:00,7.18,14.81,0.03,0.06,4.19,6.66,2.89,8.13,11.01,3.16,0.88,2.03,2.48,2.74,18.56,0.484,0.4,0.629
Yao,Ming,HOU,2005,57,33:44:00,8.19,15.79,0,0.02,5.91,6.93,2.6,7.6,10.19,1.49,0.53,1.65,2.58,3.42,22.3,0.519,0,0.853
Tony,Parker,SAS,2005,80,33:55:00,7.79,14.2,0.14,0.45,3.16,4.48,0.48,2.79,3.26,5.75,1.04,0.05,3.11,2.01,18.88,0.548,0.306,0.707
Ray,Allen,SEA,2005,78,38:45:00,8.73,19.23,3.45,8.37,4.15,4.6,0.91,3.35,4.26,3.67,1.35,0.21,2.41,1.94,25.06,0.454,0.412,0.903
Shawn,Marion,PHO,2005,81,40:18:00,8.84,16.85,1.19,3.58,2.98,3.68,3.07,8.77,11.84,1.77,1.98,1.69,1.54,2.75,21.84,0.525,0.331,0.809
Elton,Brand,LAC,2005,79,39:09:00,9.57,18.16,0.01,0.04,5.57,7.19,2.99,7.01,10,2.63,1.03,2.54,2.19,2.87,24.72,0.527,0.333,0.775
Kevin,Garnett,MIN,2005,76,38:51:00,8.24,15.67,0.11,0.39,5.21,6.43,2.82,9.89,12.71,4.05,1.37,1.41,2.37,2.71,21.79,0.526,0.267,0.81
Dirk,Nowitzki,DAL,2005,81,38:07:00,9.27,19.31,1.36,3.35,6.65,7.38,1.42,7.57,8.99,2.79,0.72,1.02,1.93,2.02,26.56,0.48,0.406,0.901
Pau,Gasol,MEM,2005,80,38:45:00,7.5,14.93,0.04,0.15,5.31,7.71,2.39,6.53,8.91,4.64,0.58,1.91,2.94,2.3,20.35,0.503,0.25,0.689
Kobe,Bryant,LAL,2006,77,40:46:00,10.56,22.82,1.78,5.17,8.66,9.97,0.97,4.73,5.7,5.36,1.44,0.47,3.31,2.66,31.56,0.463,0.344,0.868
Tracy,McGrady,HOU,2006,71,35:45:00,8.99,20.85,1.77,5.37,4.86,6.87,0.79,4.54,5.32,6.45,1.3,0.51,3,1.92,24.61,0.431,0.331,0.707
Dirk,Nowitzki,DAL,2006,78,36:08:00,8.63,17.19,0.92,2.22,6.38,7.06,1.56,7.32,8.88,3.37,0.67,0.79,2.14,2.19,24.56,0.502,0.416,0.904
Tim,Duncan,SAS,2006,80,33:59:00,7.73,14.14,0.01,0.11,4.53,7.1,2.66,7.91,10.58,3.41,0.83,2.38,2.8,2.54,19.99,0.546,0.111,0.637
Kevin,Garnett,MIN,2006,76,39:22:00,8.39,17.64,0.16,0.74,5.47,6.55,2.41,10.42,12.83,4.12,1.17,1.66,2.7,2.42,22.42,0.476,0.214,0.835
Carmelo,Anthony,DEN,2006,64,38:13:00,10.55,22.28,0.63,2.33,7.09,8.78,2.16,3.83,5.98,3.83,1.17,0.36,3.63,3.11,28.81,0.473,0.268,0.808
Tony,Parker,SAS,2006,77,32:29:00,7.4,14.23,0.19,0.49,3.56,4.55,0.44,2.81,3.25,5.45,1.06,0.08,2.48,1.78,18.56,0.52,0.395,0.783
Shawn,Marion,PHO,2006,80,37:35:00,7.01,13.39,1,3.15,2.51,3.1,2.15,7.66,9.81,1.68,1.95,1.53,1.43,2.7,17.54,0.524,0.317,0.81
Ray,Allen,SEA,2006,55,40:21:00,9.18,20.96,3,8.05,5.07,5.62,1.04,3.45,4.49,4.15,1.49,0.2,2.8,2.05,26.44,0.438,0.372,0.903
Amar'e,Stoudemire,PHO,2006,82,32:48:00,7.4,12.87,0,0.04,5.57,7.13,2.71,6.88,9.59,1.02,0.95,1.34,2.83,3.6,20.38,0.575,0,0.781
Josh,Howard,DAL,2006,70,35:04:00,7.04,15.36,1.31,3.41,3.47,4.2,1.86,4.93,6.79,1.81,1.17,0.8,1.76,2.57,18.87,0.459,0.385,0.827
Mehmet,Okur,UTA,2006,80,33:18:00,6.13,13.26,1.61,4.2,3.7,4.84,2,5.24,7.24,1.95,0.45,0.48,1.56,3.21,17.56,0.462,0.384,0.765
LeBron,James,CLE,2006,78,40:54:00,9.9,20.78,1.27,3.97,6.27,8.99,1.06,5.68,6.74,6.03,1.6,0.71,3.21,2.19,27.33,0.476,0.319,0.698
Dwyane,Wade,MIA,2006,51,37:50:00,9.25,18.86,0.41,1.55,8.47,10.49,1,3.69,4.69,7.53,2.1,1.22,4.24,2.29,27.39,0.491,0.266,0.807
Chris,Bosh,TOR,2006,69,38:30:00,7.87,15.86,0.17,0.51,6.71,8.55,2.7,8.04,10.74,2.54,0.57,1.3,2.59,2.36,22.62,0.496,0.343,0.785
Gilbert,Arenas,WAS,2006,74,39:44:00,8.74,20.92,2.77,7.89,8.19,9.7,0.82,3.74,4.57,5.99,1.88,0.18,3.19,3.36,28.45,0.418,0.351,0.844
Shaquille,O'Neal,MIA,2006,40,28:18:00,7.08,11.98,0,0,3.1,7.35,2.43,5,7.43,1.98,0.2,1.38,2.38,3.48,17.25,0.591,0,0.422
Jermaine,O'Neal,IND,2006,69,35:07:00,7.22,16.54,0,0.1,4.97,6.48,2.22,7.36,9.58,2.42,0.72,2.64,2.94,3.36,19.41,0.436,0,0.767
Dwight,Howard,ORL,2006,82,36:31:00,6.41,10.65,0.01,0.02,4.76,8.12,3.45,8.84,12.29,1.93,0.85,1.9,3.87,2.99,17.6,0.603,0.5,0.586
Joe,Johnson,ATL,2006,57,41:25:00,9.4,19.98,2.09,5.47,4.12,5.51,0.93,3.26,4.19,4.37,1.05,0.19,3.09,2.02,25.02,0.471,0.381,0.748
Chauncey,Billups,DET,2006,70,36:11:00,4.97,11.64,1.56,4.51,5.51,6.24,0.33,3.06,3.39,7.17,1.2,0.24,2,2.3,17.01,0.427,0.345,0.883
Vince,Carter,NJN,2006,82,38:07:00,8.85,19.49,1.9,5.33,5.63,7.02,1.39,4.61,6,4.79,1,0.37,2.65,3.24,25.24,0.454,0.357,0.802
Caron,Butler,WAS,2006,63,39:15:00,7.16,15.48,0.29,1.14,4.49,5.21,2.33,5.08,7.41,3.7,2.13,0.27,2.87,2.98,19.1,0.463,0.25,0.863
Richard,Hamilton,DET,2006,75,36:47:00,7.29,15.6,0.59,1.72,4.63,5.37,1,2.76,3.76,3.8,0.79,0.2,2.12,3.09,19.8,0.468,0.341,0.861
Dwight,Howard,ORL,2007,82,37:39:00,7.11,11.88,0,0.05,6.45,10.94,3.4,10.76,14.16,1.34,0.9,2.15,3.21,3.34,20.67,0.599,0,0.59
LeBron,James,CLE,2007,75,40:21:00,10.59,21.89,1.51,4.79,7.32,10.28,1.77,6.12,7.89,7.19,1.84,1.08,3.4,2.2,30,0.484,0.315,0.712
Jason,Kidd,NJN,2007,80,36:20:00,3.81,9.91,1.49,3.9,1.69,2.06,1.18,6.33,7.5,10.08,1.7,0.33,3.33,2.06,10.8,0.385,0.381,0.818
Dwyane,Wade,MIA,2007,51,38:19:00,8.61,18.37,0.43,1.51,6.94,9.16,0.88,3.31,4.2,6.94,1.71,0.73,4.39,2.69,24.59,0.469,0.286,0.758
Chris,Bosh,TOR,2007,67,36:11:00,7.57,15.33,0.15,0.37,7.04,8.34,2.6,6.1,8.7,2.55,0.94,1,2.28,2.34,22.33,0.494,0.4,0.844
Ray,Allen,BOS,2007,73,35:55:00,6.01,13.51,2.47,6.19,2.95,3.25,1.03,2.64,3.67,3.08,0.89,0.22,1.74,2.01,17.44,0.445,0.398,0.907
Chauncey,Billups,DET,2007,78,32:20:00,5.04,11.24,1.76,4.38,5.14,5.6,0.54,2.18,2.72,6.78,1.29,0.22,2.05,1.67,16.97,0.448,0.401,0.918
Richard,Hamilton,DET,2007,72,33:38:00,6.93,14.31,0.86,1.96,2.56,3.07,1.04,2.22,3.26,4.15,1.01,0.14,1.83,2.38,17.28,0.484,0.44,0.833
Rasheed,Wallace,DET,2007,77,30:28:00,4.88,11.3,1.45,4.09,1.49,1.95,1.09,5.55,6.64,1.78,1.18,1.68,1.12,2.77,12.71,0.432,0.356,0.767
Joe,Johnson,ATL,2007,82,40:46:00,7.89,18.26,2.06,5.41,3.85,4.62,1.01,3.46,4.48,5.78,1.02,0.22,2.72,2.05,21.7,0.432,0.381,0.834
Paul,Pierce,BOS,2007,80,35:55:00,6.36,13.73,1.79,4.56,5.11,6.06,0.66,4.48,5.14,4.54,1.26,0.45,2.76,2.5,19.63,0.464,0.392,0.843
Antawn,Jamison,WAS,2007,79,38:45:00,7.82,17.94,1.52,4.48,4.22,5.54,2.72,7.48,10.2,1.52,1.34,0.43,1.43,2.47,21.38,0.436,0.339,0.76
Tim,Duncan,SAS,2007,78,34:00:00,7.5,15.1,0,0.05,4.33,5.94,3.04,8.26,11.29,2.79,0.72,1.95,2.28,2.37,19.33,0.497,0,0.73
Carmelo,Anthony,DEN,2007,77,36:25:00,9.45,19.23,0.75,2.13,6.03,7.66,2.31,5.1,7.42,3.36,1.27,0.51,3.29,3.29,25.69,0.492,0.354,0.786
Allen,Iverson,DEN,2007,82,41:45:00,8.68,18.98,1.16,3.35,7.87,9.72,0.57,2.39,2.96,7.15,1.95,0.15,2.99,1.33,26.39,0.458,0.345,0.809
Yao,Ming,HOU,2007,55,37:09:00,7.85,15.49,0,0.04,6.27,7.38,3.13,7.67,10.8,2.35,0.45,2.02,3.33,3.11,21.98,0.507,0,0.85
Kobe,Bryant,LAL,2007,82,38:55:00,9.45,20.61,1.83,5.06,7.6,9.05,1.15,5.16,6.3,5.38,1.84,0.49,3.13,2.77,28.33,0.459,0.361,0.84
Brandon,Roy,POR,2007,74,37:43:00,7.18,15.81,0.99,2.91,3.8,5.04,1.09,3.61,4.7,5.81,1.07,0.22,1.84,1.99,19.14,0.454,0.34,0.753
Chris,Paul,NOH,2007,80,37:34:00,7.88,16.14,1.15,3.11,4.15,4.88,0.78,3.24,4.01,11.56,2.71,0.05,2.51,2.31,21.05,0.488,0.369,0.851
Dirk,Nowitzki,DAL,2007,77,35:57:00,8.18,17.06,1.03,2.86,6.21,7.06,1.23,7.32,8.56,3.45,0.66,0.92,2.08,2.57,23.6,0.479,0.359,0.879
Amar'e,Stoudemire,PHO,2007,79,33:54:00,9.04,15.33,0.06,0.39,7.04,8.75,2.25,6.85,9.1,1.49,0.81,2.06,2.2,3.72,25.18,0.59,0.161,0.805
Steve,Nash,PHO,2007,81,34:18:00,5.99,11.88,2.21,4.7,2.74,3.02,0.35,3.14,3.48,11.09,0.65,0.06,3.64,1.4,16.93,0.504,0.47,0.906
Carlos,Boozer,UTA,2007,81,34:51:00,8.75,16.01,0,0.01,3.58,4.85,2.43,7.99,10.42,2.88,1.23,0.51,2.59,3.62,21.09,0.547,0,0.738
David,West,NOH,2007,76,37:46:00,8.28,17.17,0.08,0.33,3.95,4.64,2.37,6.51,8.88,2.33,0.82,1.3,2.17,2.74,20.58,0.482,0.24,0.85
Kobe,Bryant,LAL,2008,82,36:06:00,9.76,20.88,1.44,4.1,5.89,6.88,1.1,4.13,5.23,4.87,1.46,0.45,2.56,2.3,26.84,0.467,0.351,0.856
Chris,Paul,NOH,2008,78,38:30:00,8.09,16.09,0.82,2.26,5.83,6.72,0.88,4.65,5.54,11.04,2.77,0.13,2.96,2.72,22.83,0.503,0.364,0.868
Amar'e,Stoudemire,PHO,2008,53,36:45:00,7.62,14.13,0.06,0.13,6.09,7.3,2.19,5.92,8.11,1.96,0.92,1.08,2.83,3.08,21.4,0.539,0.429,0.835
Tim,Duncan,SAS,2008,75,33:41:00,7.44,14.76,0,0.03,4.45,6.44,2.68,7.99,10.67,3.52,0.51,1.68,2.2,2.31,19.33,0.504,0,0.692
Yao,Ming,HOU,2008,77,33:34:00,7.35,13.4,0.01,0.01,4.95,5.71,2.65,7.23,9.88,1.78,0.39,1.95,3.04,3.34,19.66,0.548,1,0.866
Brandon,Roy,POR,2008,78,37:13:00,8.12,16.9,1.06,2.82,5.33,6.47,1.33,3.41,4.74,5.13,1.13,0.28,1.95,1.63,22.63,0.48,0.377,0.824
Tony,Parker,SAS,2008,72,34:06:00,8.88,17.54,0.26,0.9,3.94,5.04,0.38,2.72,3.1,6.89,0.93,0.06,2.58,1.53,21.96,0.506,0.292,0.782
Chauncey,Billups,DEN,2008,79,35:18:00,5.19,12.41,2.05,5.03,5.29,5.8,0.41,2.62,3.03,6.41,1.18,0.23,2.24,2.04,17.72,0.418,0.408,0.913
Pau,Gasol,LAL,2008,81,37:06:00,7.31,12.9,0.01,0.02,4.23,5.42,3.23,6.4,9.63,3.51,0.64,1,1.94,2.12,18.86,0.567,0.5,0.781
David,West,NOH,2008,76,39:14:00,8.03,17,0.08,0.33,4.83,5.46,2.11,6.39,8.5,2.28,0.64,0.89,2.14,2.72,20.96,0.472,0.24,0.884
Dirk,Nowitzki,DAL,2008,81,37:39:00,9.56,19.95,0.75,2.1,5.99,6.73,1.09,7.32,8.41,2.43,0.75,0.78,1.94,2.17,25.85,0.479,0.359,0.89
Shaquille,O'Neal,PHO,2008,75,30:03:00,6.83,11.21,0,0.01,4.12,6.92,2.49,5.95,8.44,1.68,0.65,1.44,2.24,3.37,17.77,0.609,0,0.595
Dwight,Howard,ORL,2008,79,35:41:00,7.09,12.39,0,0.03,6.38,10.75,4.25,9.58,13.84,1.42,0.97,2.92,3.04,3.42,20.56,0.572,0,0.594
LeBron,James,CLE,2008,81,37:42:00,9.74,19.91,1.63,4.74,7.33,9.41,1.31,6.26,7.57,7.25,1.69,1.15,2.98,1.72,28.44,0.489,0.344,0.78
Dwyane,Wade,MIA,2008,79,38:35:00,10.81,22.01,1.11,3.52,7.47,9.76,1.13,3.91,5.04,7.46,2.19,1.34,3.44,2.25,30.2,0.491,0.317,0.765
Kevin,Garnett,BOS,2008,57,31:05:00,6.89,12.98,0.04,0.14,1.95,2.32,1.37,7.14,8.51,2.53,1.11,1.19,1.58,2.25,15.77,0.531,0.25,0.841
Allen,Iverson,DET,2008,57,36:40:00,6.11,14.63,0.49,1.74,4.75,6.09,0.53,2.51,3.04,4.96,1.54,0.11,2.56,1.51,17.46,0.417,0.283,0.781
Joe,Johnson,ATL,2008,79,39:32:00,7.85,17.97,1.89,5.24,3.78,4.58,0.82,3.56,4.38,5.76,1.06,0.24,2.47,2.23,21.37,0.437,0.36,0.826
Rashard,Lewis,ORL,2008,79,36:10:00,6.05,13.78,2.78,7.01,2.85,3.41,1.16,4.57,5.73,2.59,1.03,0.65,2,2.46,17.73,0.439,0.397,0.836
Paul,Pierce,BOS,2008,81,37:28:00,6.67,14.58,1.47,3.75,5.67,6.83,0.69,4.95,5.64,3.63,0.99,0.33,2.81,2.65,20.47,0.457,0.391,0.83
Ray,Allen,BOS,2008,79,36:22:00,6.32,13.16,2.52,6.15,3,3.15,0.84,2.68,3.52,2.76,0.87,0.16,1.7,1.99,18.15,0.48,0.409,0.952
Devin,Harris,NJN,2008,69,36:08:00,6.59,15.06,0.93,3.19,7.19,8.77,0.43,2.91,3.35,6.9,1.65,0.19,3.07,2.38,21.3,0.438,0.291,0.82
Mo,Williams,CLE,2008,81,34:59:00,6.49,13.9,2.26,5.19,2.57,2.81,0.58,2.86,3.44,4.06,0.85,0.11,2.21,2.65,17.81,0.467,0.436,0.912
Danny,Granger,IND,2008,67,36:11:00,8.52,19.06,2.72,6.72,6.03,6.87,0.73,4.36,5.09,2.73,1.03,1.45,2.46,3.09,25.79,0.447,0.404,0.878
LeBron,James,CLE,2009,76,39:01:00,10.11,20.11,1.7,5.09,7.8,10.17,0.93,6.36,7.29,8.57,1.64,1.01,3.43,1.57,29.71,0.503,0.333,0.767
Dwyane,Wade,MIA,2009,77,36:16:00,9.34,19.62,0.95,3.16,6.94,9.12,1.39,3.45,4.84,6.51,1.84,1.06,3.27,2.35,26.56,0.476,0.3,0.761
Dwight,Howard,ORL,2009,82,34:40:00,6.22,10.17,0,0.09,5.89,9.95,3.46,9.73,13.2,1.76,0.91,2.78,3.34,3.5,18.33,0.612,0,0.592
Joe,Johnson,ATL,2009,76,37:58:00,8.36,18.24,1.7,4.61,2.89,3.54,0.97,3.67,4.64,4.86,1.08,0.07,1.91,1.91,21.3,0.458,0.369,0.818
Kevin,Garnett,BOS,2009,69,29:53:00,5.83,11.19,0.01,0.07,2.68,3.2,1.13,6.2,7.33,2.68,0.99,0.83,1.46,2.46,14.35,0.521,0.2,0.837
Chris,Bosh,TOR,2009,70,36:05:00,8.57,16.54,0.11,0.31,6.71,8.43,2.93,7.91,10.84,2.37,0.61,0.97,2.41,2.43,23.97,0.518,0.364,0.797
Rajon,Rondo,BOS,2009,81,36:36:00,5.67,11.16,0.21,0.99,2.16,3.48,1.23,3.21,4.44,9.8,2.33,0.14,3.04,2.44,13.7,0.508,0.213,0.621
Gerald,Wallace,CHA,2009,76,41:02:00,6,12.41,0.68,1.84,5.55,7.16,1.97,8.05,10.03,2.12,1.54,1.09,2.34,2.55,18.24,0.484,0.371,0.776
Derrick,Rose,CHI,2009,78,36:48:00,8.62,17.6,0.21,0.77,3.32,4.33,0.83,2.92,3.76,6.01,0.73,0.35,2.78,1.23,20.76,0.489,0.267,0.766
Al,Horford,ATL,2009,81,35:08:00,5.77,10.46,0.01,0.01,2.63,3.33,2.91,6.95,9.86,2.33,0.73,1.12,1.51,2.78,14.17,0.551,1,0.789
David,Lee,NYK,2009,81,37:15:00,8.47,15.53,0,0.1,3.31,4.07,2.81,8.9,11.72,3.64,1.05,0.49,2.33,3.17,20.25,0.545,0,0.812
Paul,Pierce,BOS,2009,71,33:57:00,5.76,12.21,1.54,3.7,5.2,6.1,0.55,3.82,4.37,3.07,1.18,0.44,2.34,2.76,18.25,0.472,0.414,0.852
Carmelo,Anthony,DEN,2009,69,38:10:00,9.97,21.77,0.86,2.71,7.36,8.87,2.2,4.38,6.58,3.22,1.28,0.43,3.03,3.26,28.16,0.458,0.316,0.83
Dirk,Nowitzki,DAL,2009,81,37:30:00,8.89,18.47,0.63,1.49,6.62,7.23,0.99,6.67,7.65,2.69,0.86,0.98,1.84,2.57,25.02,0.481,0.421,0.915
Steve,Nash,PHO,2009,81,32:52:00,6.16,12.16,1.53,3.59,2.6,2.78,0.42,2.89,3.31,11.01,0.52,0.15,3.64,1.33,16.46,0.507,0.426,0.938
Amar'e,Stoudemire,PHO,2009,82,34:35:00,8.59,15.41,0.01,0.07,5.94,7.71,2.8,6.12,8.93,1,0.63,1.01,2.6,3.43,23.12,0.557,0.167,0.771
Tim,Duncan,SAS,2009,78,31:14:00,7.19,13.87,0.03,0.14,3.47,4.79,2.83,7.27,10.1,3.15,0.58,1.5,1.79,1.95,17.88,0.518,0.182,0.725
Deron,Williams,UTA,2009,76,36:52:00,6.5,13.86,1.26,3.41,4.41,5.5,0.66,3.33,3.99,10.5,1.26,0.21,3.32,2.74,18.67,0.469,0.371,0.801
Chauncey,Billups,DEN,2009,73,34:06:00,5.51,13.18,2.15,5.58,6.38,7.01,0.34,2.78,3.12,5.6,1.12,0.12,2.42,2.1,19.55,0.418,0.386,0.91
Pau,Gasol,LAL,2009,65,36:58:00,6.95,12.98,0,0.08,4.4,5.57,3.74,7.55,11.29,3.35,0.57,1.74,2.2,2.34,18.31,0.536,0,0.79
Kevin,Durant,OKC,2009,82,39:30:00,9.68,20.34,1.56,4.28,9.22,10.24,1.28,6.32,7.6,2.82,1.37,1.02,3.3,2.09,30.15,0.476,0.365,0.9
Zach,Randolph,MEM,2009,81,37:40:00,8.05,16.49,0.19,0.64,4.47,5.74,4.07,7.65,11.73,1.84,0.99,0.42,2.15,2.79,20.75,0.488,0.288,0.778
Chris,Kaman,LAC,2009,76,34:18:00,7.75,15.82,0,0.08,3.03,4.04,2.42,6.84,9.26,1.58,0.49,1.24,2.93,2.8,18.53,0.49,0,0.749
Jason,Kidd,DAL,2009,80,36:02:00,3.55,8.39,2.2,5.18,1,1.24,0.6,4.96,5.56,9.05,1.81,0.44,2.44,1.78,10.3,0.423,0.425,0.808
Kevin,Durant,OKC,2010,78,38:56:00,9.12,19.72,1.86,5.31,7.62,8.65,0.73,6.1,6.83,2.74,1.13,0.97,2.79,2.04,27.71,0.462,0.35,0.88
Kobe,Bryant,LAL,2010,82,33:53:00,9.02,19.99,1.4,4.34,5.89,7.11,1.01,4.1,5.11,4.73,1.21,0.15,2.96,2.1,25.34,0.451,0.323,0.828
Chris,Paul,NOH,2010,80,36:00:00,5.38,11.6,0.89,2.29,4.21,4.8,0.48,3.61,4.09,9.78,2.35,0.06,2.21,2.45,15.85,0.463,0.388,0.878
Carmelo,Anthony,DEN,2010,77,35:43:00,8.88,19.52,1.23,3.26,6.58,7.86,1.53,5.78,7.31,2.87,0.88,0.6,2.68,2.91,25.58,0.455,0.378,0.838
Tim,Duncan,SAS,2010,76,28:21:00,5.51,11.03,0,0.05,2.42,3.38,2.22,6.7,8.92,2.67,0.66,1.92,1.61,1.57,13.45,0.5,0,0.716
Pau,Gasol,LAL,2010,82,37:03:00,7.23,13.66,0.01,0.04,4.32,5.24,3.27,6.93,10.2,3.33,0.59,1.59,1.73,2.48,18.79,0.529,0.333,0.823
Manu,Ginobili,SAS,2010,80,30:18:00,5.51,12.73,1.93,5.51,4.46,5.13,0.53,3.16,3.69,4.91,1.54,0.35,2.18,2.04,17.41,0.433,0.349,0.871
Deron,Williams,UTA,2010,65,37:55:00,6.58,15,1.62,4.88,5.35,6.34,0.62,3.38,4,10.26,1.22,0.23,3.54,2.92,20.14,0.439,0.331,0.845
Blake,Griffin,LAC,2010,82,37:57:00,8.49,16.78,0.09,0.29,5.44,8.48,3.29,8.77,12.06,3.8,0.77,0.55,2.72,3.07,22.5,0.506,0.292,0.642
Dirk,Nowitzki,DAL,2010,73,34:18:00,8.36,16.15,0.9,2.3,5.41,6.07,0.68,6.34,7.03,2.6,0.52,0.64,1.88,2.36,23.03,0.517,0.393,0.892
Russell,Westbrook,OKC,2010,82,34:45:00,7.49,16.95,0.41,1.26,6.48,7.7,1.48,3.15,4.62,8.17,1.89,0.37,3.85,2.52,21.87,0.442,0.33,0.842
Kevin,Love,MIN,2010,73,35:45:00,6.6,14.05,1.21,2.89,5.81,6.84,4.52,10.71,15.23,2.52,0.62,0.38,2.12,2.03,20.22,0.47,0.417,0.85
LeBron,James,MIA,2010,79,38:46:00,9.59,18.8,1.16,3.53,6.37,8.39,1.01,6.46,7.47,7.01,1.57,0.63,3.59,2.06,26.72,0.51,0.33,0.759
Derrick,Rose,CHI,2010,81,37:22:00,8.78,19.72,1.58,4.75,5.88,6.85,1,3.07,4.07,7.69,1.05,0.63,3.43,1.68,25.01,0.445,0.332,0.858
Amar'e,Stoudemire,NYK,2010,78,36:48:00,9.54,19,0.13,0.29,6.06,7.65,2.54,5.62,8.15,2.59,0.91,1.92,3.21,3.51,25.27,0.502,0.435,0.792
Dwight,Howard,ORL,2010,78,37:35:00,7.94,13.38,0,0.09,7,11.74,3.96,10.12,14.08,1.37,1.37,2.38,3.58,3.31,22.87,0.593,0,0.596
Dwyane,Wade,MIA,2010,76,37:07:00,9.11,18.21,0.83,2.71,6.5,8.58,1.62,4.76,6.38,4.55,1.46,1.14,3.12,2.59,25.54,0.5,0.306,0.758
Chris,Bosh,MIA,2010,77,36:21:00,6.81,13.71,0.08,0.32,4.99,6.12,1.83,6.49,8.32,1.87,0.77,0.64,1.79,2.23,18.68,0.496,0.24,0.815
Rajon,Rondo,BOS,2010,68,37:05:00,4.68,9.85,0.15,0.63,1.1,1.94,1.28,3.09,4.37,11.18,2.25,0.16,3.44,1.76,10.6,0.475,0.233,0.568
Joe,Johnson,ATL,2010,72,35:27:00,7.14,16.13,1.24,4.17,2.71,3.38,0.82,3.22,4.04,4.69,0.65,0.1,2.03,1.82,18.22,0.443,0.297,0.802
Ray,Allen,BOS,2010,80,36:08:00,6,12.23,2.1,4.73,2.41,2.74,0.64,2.79,3.43,2.74,0.96,0.2,1.46,1.84,16.51,0.491,0.444,0.881
Paul,Pierce,BOS,2010,80,34:40:00,6.34,12.76,1.39,3.71,4.83,5.61,0.43,4.95,5.38,3.25,1,0.64,2.14,2.89,18.89,0.497,0.374,0.86
Al,Horford,ATL,2010,77,35:09:00,6.66,11.96,0.03,0.05,1.95,2.44,2.36,6.96,9.32,3.45,0.77,1.04,1.55,2.51,15.3,0.557,0.5,0.798
Kevin,Garnett,BOS,2010,71,31:14:00,6.11,11.58,0.01,0.07,2.63,3.06,1.17,7.72,8.89,2.41,1.34,0.8,1.62,2.08,14.87,0.528,0.2,0.862
Kevin,Durant,OKC,2011,66,38:34:00,9.74,19.65,2.02,5.21,6.53,7.59,0.61,7.38,7.98,3.5,1.33,1.17,3.76,2.02,28.03,0.496,0.387,0.86
Kobe,Bryant,LAL,2011,58,38:28:00,9.9,23.03,1.5,4.95,6.57,7.78,1.14,4.26,5.4,4.55,1.19,0.31,3.52,1.81,27.86,0.43,0.303,0.845
Blake,Griffin,LAC,2011,66,36:14:00,8.5,15.48,0.03,0.24,3.7,7.09,3.3,7.56,10.86,3.18,0.82,0.73,2.27,3.27,20.73,0.549,0.125,0.521
Chris,Paul,LAC,2011,60,36:19:00,7.08,14.83,1.32,3.55,4.33,5.03,0.7,2.85,3.55,9.05,2.53,0.07,2.07,2.3,19.82,0.478,0.371,0.861
Andrew,Bynum,LAL,2011,60,35:14:00,7.4,13.27,0.02,0.08,3.9,5.63,3.2,8.62,11.82,1.42,0.45,1.93,2.53,1.73,18.72,0.558,0.2,0.692
Russell,Westbrook,OKC,2011,66,35:19:00,8.76,19.18,0.94,2.97,5.15,6.26,1.45,3.11,4.56,5.48,1.7,0.32,3.62,2.23,23.61,0.457,0.316,0.823
Kevin,Love,MIN,2011,55,39:00:00,8.62,19.25,1.91,5.13,6.89,8.36,4.11,9.24,13.35,2.02,0.85,0.51,2.33,2.76,26.04,0.448,0.372,0.824
Dirk,Nowitzki,DAL,2011,62,33:32:00,7.63,16.68,1.26,3.42,5.13,5.73,0.74,6,6.74,2.19,0.68,0.48,1.89,2.08,21.65,0.457,0.368,0.896
Marc,Gasol,MEM,2011,65,36:26:00,5.49,11.38,0.02,0.18,3.65,4.88,1.85,7.06,8.91,3.14,0.95,1.86,1.86,3.09,14.65,0.482,0.083,0.748
Tony,Parker,SAS,2011,60,32:02:00,7.12,14.83,0.23,1.02,3.78,4.73,0.37,2.48,2.85,7.72,0.95,0.08,2.55,1.25,18.25,0.48,0.23,0.799
LaMarcus,Aldridge,POR,2011,55,36:15:00,8.78,17.15,0.04,0.2,4.05,4.98,2.73,5.31,8.04,2.44,0.93,0.82,2.02,2.78,21.65,0.512,0.182,0.814
